time,load_shortfall_3h
2018-01-01 00:00:00,11208.750158211364
2018-01-01 03:00:00,6902.818780627529
2018-01-01 06:00:00,5959.72530809993
2018-01-01 09:00:00,8495.159423307467
2018-01-01 12:00:00,10165.01950527233
2018-01-01 15:00:00,10511.906587136042
2018-01-01 18:00:00,8682.959680147795
2018-01-01 21:00:00,9976.357916658015
2018-01-02 00:00:00,11019.877372801999
2018-01-02 03:00:00,7163.487756975664
2018-01-02 06:00:00,6220.311594812353
2018-01-02 09:00:00,9192.249318205135
2018-01-02 12:00:00,10088.670208117708
2018-01-02 15:00:00,11136.485769585592
2018-01-02 18:00:00,10042.62536156955
2018-01-02 21:00:00,11966.002452347386
2018-01-03 00:00:00,9820.087345328036
2018-01-03 03:00:00,4639.349489033269
2018-01-03 06:00:00,4045.4903535181884
2018-01-03 09:00:00,6900.561545197258
2018-01-03 12:00:00,8766.916648563898
2018-01-03 15:00:00,8639.128210736919
2018-01-03 18:00:00,7319.658001067644
2018-01-03 21:00:00,8501.912583704052
2018-01-04 00:00:00,8871.797668168832
2018-01-04 03:00:00,5219.217262283722
2018-01-04 06:00:00,3342.393779322531
2018-01-04 09:00:00,6060.045963023615
2018-01-04 12:00:00,8459.679925889277
2018-01-04 15:00:00,9295.605490384398
2018-01-04 18:00:00,7353.556940280611
2018-01-04 21:00:00,9407.769499812832
2018-01-05 00:00:00,11057.55568924653
2018-01-05 03:00:00,6043.7521067976895
2018-01-05 06:00:00,5046.378440150197
2018-01-05 09:00:00,8847.810923273211
2018-01-05 12:00:00,8464.17287004269
2018-01-05 15:00:00,7130.137165655076
2018-01-05 18:00:00,9081.607076587941
2018-01-05 21:00:00,9558.325099003609
2018-01-06 00:00:00,14474.474069359901
2018-01-06 03:00:00,10632.942579801822
2018-01-06 06:00:00,8295.415374259175
2018-01-06 09:00:00,12216.371297161038
2018-01-06 12:00:00,14754.395646250663
2018-01-06 15:00:00,14213.062530661624
2018-01-06 18:00:00,12801.697138088597
2018-01-06 21:00:00,15041.054887011944
2018-01-07 00:00:00,14504.997027651976
2018-01-07 03:00:00,10830.19250973507
2018-01-07 06:00:00,8658.103769854859
2018-01-07 09:00:00,12765.759524025143
2018-01-07 12:00:00,15835.800017870255
2018-01-07 15:00:00,14456.8645258193
2018-01-07 18:00:00,13949.096838218456
2018-01-07 21:00:00,16529.877102860602
2018-01-08 00:00:00,14927.543047325913
2018-01-08 03:00:00,11698.467595698321
2018-01-08 06:00:00,9588.14997267949
2018-01-08 09:00:00,13069.3977121845
2018-01-08 12:00:00,16128.910697448633
2018-01-08 15:00:00,15948.687707139448
2018-01-08 18:00:00,15020.725615357298
2018-01-08 21:00:00,15846.956173756307
2018-01-09 00:00:00,15152.706558031408
2018-01-09 03:00:00,10990.922613971437
2018-01-09 06:00:00,9516.323041973856
2018-01-09 09:00:00,13704.784779484846
2018-01-09 12:00:00,15721.830288264196
2018-01-09 15:00:00,15528.677797027076
2018-01-09 18:00:00,15199.596701733155
2018-01-09 21:00:00,15000.861182441997
2018-01-10 00:00:00,14368.407843263814
2018-01-10 03:00:00,10313.527110947718
2018-01-10 06:00:00,9240.999096431295
2018-01-10 09:00:00,11873.745979015483
2018-01-10 12:00:00,15431.118182946815
2018-01-10 15:00:00,13742.946500779479
2018-01-10 18:00:00,13401.18464750408
2018-01-10 21:00:00,14739.485026777247
2018-01-11 00:00:00,13652.949300164171
2018-01-11 03:00:00,10736.439609667235
2018-01-11 06:00:00,7844.602916013154
2018-01-11 09:00:00,12239.750191670137
2018-01-11 12:00:00,13148.346970621576
2018-01-11 15:00:00,13577.600637091207
2018-01-11 18:00:00,12923.379545297706
2018-01-11 21:00:00,14966.831111694613
2018-01-12 00:00:00,14436.177209967336
2018-01-12 03:00:00,10424.115150464595
2018-01-12 06:00:00,8631.77626555088
2018-01-12 09:00:00,12005.523689954649
2018-01-12 12:00:00,15684.324720273147
2018-01-12 15:00:00,14752.380250146694
2018-01-12 18:00:00,14723.358332082627
2018-01-12 21:00:00,17290.77575251481
2018-01-13 00:00:00,14728.214724750804
2018-01-13 03:00:00,11277.446752220174
2018-01-13 06:00:00,8861.28663785415
2018-01-13 09:00:00,13783.391476149416
2018-01-13 12:00:00,16161.792010501113
2018-01-13 15:00:00,15239.791975045326
2018-01-13 18:00:00,14306.424488546483
2018-01-13 21:00:00,15390.748203286088
2018-01-14 00:00:00,13505.957498479856
2018-01-14 03:00:00,9599.389053864856
2018-01-14 06:00:00,7561.102737211035
2018-01-14 09:00:00,12177.945536024637
2018-01-14 12:00:00,15648.786551567433
2018-01-14 15:00:00,15007.915334211919
2018-01-14 18:00:00,14277.251462057111
2018-01-14 21:00:00,14662.567642050017
2018-01-15 00:00:00,13584.050445827384
2018-01-15 03:00:00,9610.970385873014
2018-01-15 06:00:00,8666.571079412504
2018-01-15 09:00:00,11837.018180721338
2018-01-15 12:00:00,15187.930994806053
2018-01-15 15:00:00,13217.414076155583
2018-01-15 18:00:00,11625.299762487377
2018-01-15 21:00:00,14336.035839804472
2018-01-16 00:00:00,14022.893495006454
2018-01-16 03:00:00,9630.028111392552
2018-01-16 06:00:00,5950.762597103364
2018-01-16 09:00:00,11338.192560175872
2018-01-16 12:00:00,12912.42446386566
2018-01-16 15:00:00,12185.826070730864
2018-01-16 18:00:00,11500.47180244806
2018-01-16 21:00:00,12995.03706220922
2018-01-17 00:00:00,11071.332505536744
2018-01-17 03:00:00,5985.355701113046
2018-01-17 06:00:00,5052.476585723676
2018-01-17 09:00:00,10731.83529664684
2018-01-17 12:00:00,11841.285871157705
2018-01-17 15:00:00,11055.384555923269
2018-01-17 18:00:00,11054.162062557825
2018-01-17 21:00:00,14246.001504103799
2018-01-18 00:00:00,13118.396974221412
2018-01-18 03:00:00,10792.129951837782
2018-01-18 06:00:00,8266.077831348222
2018-01-18 09:00:00,12348.955405818153
2018-01-18 12:00:00,15072.975119179404
2018-01-18 15:00:00,14544.301099397231
2018-01-18 18:00:00,12782.658608887661
2018-01-18 21:00:00,15325.892945836196
2018-01-19 00:00:00,14995.706193294442
2018-01-19 03:00:00,10896.794543039023
2018-01-19 06:00:00,8497.893762876833
2018-01-19 09:00:00,12477.318302471353
2018-01-19 12:00:00,14085.743829464294
2018-01-19 15:00:00,13225.92450145655
2018-01-19 18:00:00,11601.443558816827
2018-01-19 21:00:00,15494.884784154188
2018-01-20 00:00:00,13666.446004528418
2018-01-20 03:00:00,10361.813177728152
2018-01-20 06:00:00,8953.254824261337
2018-01-20 09:00:00,11958.401967570442
2018-01-20 12:00:00,14425.206217400013
2018-01-20 15:00:00,12679.727363326356
2018-01-20 18:00:00,12051.596889191176
2018-01-20 21:00:00,13461.241807363202
2018-01-21 00:00:00,12023.229534059852
2018-01-21 03:00:00,6369.323342506149
2018-01-21 06:00:00,6288.77051110033
2018-01-21 09:00:00,10887.276778276371
2018-01-21 12:00:00,14117.03403141072
2018-01-21 15:00:00,12670.301936981237
2018-01-21 18:00:00,12020.805798283778
2018-01-21 21:00:00,15335.826755682272
2018-01-22 00:00:00,13678.072304779633
2018-01-22 03:00:00,9490.721307377602
2018-01-22 06:00:00,7870.82995852274
2018-01-22 09:00:00,10955.61295454643
2018-01-22 12:00:00,14007.189605514308
2018-01-22 15:00:00,12449.925744552434
2018-01-22 18:00:00,12437.04644854486
2018-01-22 21:00:00,15289.301342384115
2018-01-23 00:00:00,14607.56687370115
2018-01-23 03:00:00,9698.369739181222
2018-01-23 06:00:00,8880.513817067684
2018-01-23 09:00:00,12345.256544885333
2018-01-23 12:00:00,14624.71099911316
2018-01-23 15:00:00,12868.800972364172
2018-01-23 18:00:00,13026.654489831271
2018-01-23 21:00:00,15473.409230816676
2018-01-24 00:00:00,14482.796092335184
2018-01-24 03:00:00,10993.243960855056
2018-01-24 06:00:00,8402.158779203273
2018-01-24 09:00:00,12409.225928555434
2018-01-24 12:00:00,14329.226071070056
2018-01-24 15:00:00,13890.635074370286
2018-01-24 18:00:00,13226.421340102019
2018-01-24 21:00:00,15380.32357380445
2018-01-25 00:00:00,14721.009483490065
2018-01-25 03:00:00,9496.76330854468
2018-01-25 06:00:00,8718.765314932203
2018-01-25 09:00:00,11903.224404794424
2018-01-25 12:00:00,13169.278187492768
2018-01-25 15:00:00,13900.279194960192
2018-01-25 18:00:00,12712.095271834109
2018-01-25 21:00:00,13592.751423622536
2018-01-26 00:00:00,11538.14146378736
2018-01-26 03:00:00,4446.577578382022
2018-01-26 06:00:00,4066.444015830036
2018-01-26 09:00:00,9187.69678034785
2018-01-26 12:00:00,11065.898358970431
2018-01-26 15:00:00,10958.730972517391
2018-01-26 18:00:00,8927.457157737845
2018-01-26 21:00:00,10849.555870568347
2018-01-27 00:00:00,11925.09691368378
2018-01-27 03:00:00,6538.643013084079
2018-01-27 06:00:00,5906.083078711868
2018-01-27 09:00:00,8451.481245940517
2018-01-27 12:00:00,11330.43988710493
2018-01-27 15:00:00,9755.127148846503
2018-01-27 18:00:00,11317.9708550055
2018-01-27 21:00:00,12342.624955490333
2018-01-28 00:00:00,12047.729720125499
2018-01-28 03:00:00,6283.009884683855
2018-01-28 06:00:00,4561.318701895525
2018-01-28 09:00:00,8243.662008209101
2018-01-28 12:00:00,10344.668676965175
2018-01-28 15:00:00,9756.79260955674
2018-01-28 18:00:00,11072.05642428088
2018-01-28 21:00:00,14099.651356355896
2018-01-29 00:00:00,13511.326563318178
2018-01-29 03:00:00,8059.558332835259
2018-01-29 06:00:00,5760.463801462788
2018-01-29 09:00:00,9328.684275206644
2018-01-29 12:00:00,12946.371956886724
2018-01-29 15:00:00,12602.531988646977
2018-01-29 18:00:00,11086.036749251873
2018-01-29 21:00:00,14481.741701548515
2018-01-30 00:00:00,13425.352105389948
2018-01-30 03:00:00,9748.604098330243
2018-01-30 06:00:00,7202.677018855824
2018-01-30 09:00:00,9976.783839468493
2018-01-30 12:00:00,12468.274587558972
2018-01-30 15:00:00,13468.749743461507
2018-01-30 18:00:00,12829.651077204737
2018-01-30 21:00:00,15162.890493286886
2018-01-31 00:00:00,13714.665917722732
2018-01-31 03:00:00,10043.00321945183
2018-01-31 06:00:00,8440.691316515447
2018-01-31 09:00:00,11257.473357628758
2018-01-31 12:00:00,15358.427178658898
2018-01-31 15:00:00,13450.241523379713
2018-01-31 18:00:00,13026.95981006632
2018-01-31 21:00:00,15436.519718160238
2018-02-01 00:00:00,12552.893171987691
2018-02-01 03:00:00,8380.694681968938
2018-02-01 06:00:00,6168.981704522674
2018-02-01 09:00:00,9635.932268385948
2018-02-01 12:00:00,11043.771303511903
2018-02-01 15:00:00,9977.267194656803
2018-02-01 18:00:00,10036.43457834227
2018-02-01 21:00:00,12569.892192553336
2018-02-02 00:00:00,12499.773329802154
2018-02-02 03:00:00,7222.173283774197
2018-02-02 06:00:00,5876.234813883116
2018-02-02 09:00:00,9831.102116561031
2018-02-02 12:00:00,10366.977474337458
2018-02-02 15:00:00,10149.368060887875
2018-02-02 18:00:00,9635.719935667366
2018-02-02 21:00:00,10912.135312217099
2018-02-03 00:00:00,10407.679453366241
2018-02-03 03:00:00,5519.76891565383
2018-02-03 06:00:00,4489.584076085821
2018-02-03 09:00:00,6592.705834313977
2018-02-03 12:00:00,7979.516079300945
2018-02-03 15:00:00,8210.463358751753
2018-02-03 18:00:00,7299.014967750342
2018-02-03 21:00:00,8566.690743943664
2018-02-04 00:00:00,10276.081037421789
2018-02-04 03:00:00,5481.82723527592
2018-02-04 06:00:00,3544.5218717079897
2018-02-04 09:00:00,6987.528695397917
2018-02-04 12:00:00,9589.991602852406
2018-02-04 15:00:00,8899.96747291396
2018-02-04 18:00:00,8603.16975952686
2018-02-04 21:00:00,9668.124684352773
2018-02-05 00:00:00,10916.103599161514
2018-02-05 03:00:00,7898.304924019624
2018-02-05 06:00:00,5515.294995281374
2018-02-05 09:00:00,9124.693565405178
2018-02-05 12:00:00,10361.172858053897
2018-02-05 15:00:00,9542.000159152938
2018-02-05 18:00:00,8957.08342927948
2018-02-05 21:00:00,11004.06402282068
2018-02-06 00:00:00,14433.42666418641
2018-02-06 03:00:00,10456.479997622575
2018-02-06 06:00:00,7709.253439420258
2018-02-06 09:00:00,12593.584514598902
2018-02-06 12:00:00,14432.290679716445
2018-02-06 15:00:00,12965.369382576735
2018-02-06 18:00:00,13078.250772167154
2018-02-06 21:00:00,15067.726440576156
2018-02-07 00:00:00,14584.90869371218
2018-02-07 03:00:00,11114.565867476733
2018-02-07 06:00:00,9774.253152127614
2018-02-07 09:00:00,13459.449072519394
2018-02-07 12:00:00,14697.379022892746
2018-02-07 15:00:00,15025.590242501345
2018-02-07 18:00:00,13375.97662867293
2018-02-07 21:00:00,15402.01574297664
2018-02-08 00:00:00,14910.379733582206
2018-02-08 03:00:00,11326.720957152462
2018-02-08 06:00:00,9860.22148256702
2018-02-08 09:00:00,11645.689501293962
2018-02-08 12:00:00,15304.561849463369
2018-02-08 15:00:00,15975.006168362825
